subject,topic,subtopic,skill_tags,difficulty,cognitive_level,answer_type,question_text,option_a,option_b,option_c,option_d,correct_answer,numerical_tolerance,solution,explanation,reference
Feedback and Control Systems,Root Locus,Magnitude and Angle Conditions,angle-test;real-axis;root-locus,6,application,multiple_choice_single,"For $G(s)H(s)=K/[s(s+2)]$, which real-axis point lies on the root locus?",$s=+1$,$s=-3$,$s=-1$,$s=+3$,C,,,,
Feedback and Control Systems,Root Locus,Magnitude and Angle Conditions,gain-calculation;magnitude-condition;root-locus,8,application,numerical_tolerance,"For $G(s)H(s)=K/[s(s+4)]$, find the gain $K$ at the root-locus point $s=-2+j2$.",,,,,8,0.04,,,
Feedback and Control Systems,Root Locus,Magnitude and Angle Conditions,angle-deficiency;compensator-design;root-locus,10,analysis,multiple_choice_single,A desired closed-loop pole does not satisfy the root-locus angle condition. What quantity guides compensator zero and pole placement?,The DC input amplitude only,The angle deficiency at the desired point,The number of time-domain samples,The plant output units,B,,,,
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,parity;real-axis-rule;root-locus,1,recall,text_short,A real-axis point lies on the root locus when the total number of real open-loop poles and zeros to its right is what parity?,,,,,odd|an odd number|odd number|odd count,,"The real-axis rule follows from the angle condition: each singularity to the right contributes $180^\circ$, so an odd count gives an odd multiple of $180^\circ$.","Complex pole pairs contribute $360^\circ$ jointly, so they never affect the real-axis test.",
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,real-axis-rule;root-locus,2,recall,multiple_choice_single,A point on the real axis belongs to the root locus when the number of real open-loop poles and zeros to its right is:,Even,Zero only,Equal to the system type,Odd,D,,,,
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,asymptotes;count;root-locus,2,application,numerical_tolerance,"An open-loop transfer function has poles at $0$, $-3$, $-6$, and $-10$, and one finite zero at $-2$. Find the number of asymptotes of its root locus.",,,,,3,0,The number of asymptotes is $n-m=4-1=3$.,Each asymptote guides one branch to a zero at infinity.,
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,asymptotes;centroid;root-locus,3,application,numerical_tolerance,"An open-loop transfer function has poles at $0$, $-2$, and $-8$, and one finite zero at $-1$. Find the asymptote centroid.",,,,,-4.5,1%,$\sigma_a=\dfrac{\sum \text{poles}-\sum \text{zeros}}{n-m}=\dfrac{(-10)-(-1)}{3-1}=\dfrac{-9}{2}=-4.5$.,"The zero is subtracted, so omitting its sign would wrongly give $-5.5$.",
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,asymptotes;count;root-locus,4,application,multiple_choice_single,An open-loop transfer function has four poles and one finite zero. How many asymptotes does its root locus have?,Three,Four,One,Five,A,,"The number of asymptotes in a root locus is given by $P - Z$, where $P$ is the number of open-loop poles and $Z$ is the number of open-loop finite zeros.

Here, there are four poles ($P = 4$) and one finite zero ($Z = 1$). Therefore, the number of asymptotes is

$$P - Z = 4 - 1 = 3.$$

Thus, the root locus has **three** asymptotes.

The correct answer is **A. Three**.",,
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,asymptote-angles;root-locus;smallest-angle,4,application,numerical_tolerance,A root locus has three asymptotes. Find the smallest positive asymptote angle in degrees.,,,,,60,0.01,"$\theta_q=(2q+1)180^\circ/(n-m)$ for $q=0,1,2$ gives $60^\circ$, $180^\circ$, and $300^\circ$; the smallest positive value is $60^\circ$.","Three asymptotes are always spaced $120^\circ$ apart, with one always along the negative real axis.",
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,breakaway-point;gain-derivative;root-locus,5,analysis,numerical_tolerance,"For $G(s)H(s)=K/[s(s+6)]$, find the real-axis breakaway point.",,,,,-3,0.001,"From $1+K/[s(s+6)]=0$, $K=-(s^2+6s)$. Setting $dK/ds=-(2s+6)=0$ gives $s=-3$.","The breakaway sits midway between the two poles, as it always does for two real poles and no finite zeros.",
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,asymptotes;centroid;root-locus,6,application,numerical_tolerance,"An open-loop transfer function has poles at $0$, $-2$, and $-6$, and one zero at $-1$. Find the asymptote centroid.",,,,,-3.5,1%,,,
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,breakaway-point;gain-equation;root-locus,8,analysis,multiple_choice_single,How are real-axis breakaway and break-in candidates commonly found?,Set every open-loop pole equal to zero,Solve only $G(s)=0$,Solve $dK/ds=0$ using the gain expression from the characteristic equation,Choose the midpoint of every pole-zero pair without testing,C,,,,
Feedback and Control Systems,Root Locus,Root Locus Construction Rules,imaginary-axis-crossing;root-locus;routh,10,analysis,multiple_choice_single,Which method is commonly used to find the gain and frequency at an imaginary-axis crossing of the root locus?,Use the final value theorem only,Apply the Routh-Hurwitz criterion to the closed-loop characteristic equation,Set all zeros equal to the gain,Count the number of Bode asymptotes,B,,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,frequency-response;jomega;substitution,1,recall,text_short,"In $G(s)$, the variable $s$ is replaced by which expression to obtain the frequency response function?",,,,,jw|jω|j omega|s=jw|s=jω|j*omega|jomega,,"Evaluating the transfer function along the imaginary axis, $s=j\omega$, gives the sinusoidal steady-state response $G(j\omega)$.",This is valid as a steady-state description only when the system is stable.,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,frequency-response;lti;sinusoidal-steady-state,2,recall,multiple_choice_single,"For a stable LTI system driven by a sinusoid of frequency $\omega$, what is the steady-state output frequency?",Twice the frequency,Zero frequency only,A frequency determined only by initial conditions,The same frequency $\omega$,D,,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,first-order;frequency-response;magnitude,2,application,numerical_tolerance,"For $G(s)=1/(s+2)$, find $|G(j2)|$.",,,,,0.353553391,1%,$|G(j2)|=1/|j2+2|=1/\sqrt{8}\approx0.3536$.,At $\omega$ equal to the corner frequency the magnitude drops to $1/\sqrt2$ of its DC value 0.5.,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,first-order;frequency-response;phase,3,application,numerical_tolerance,"For $G(s)=1/(s+2)$, find the phase of $G(j2)$ in degrees.",,,,,-45,0.1,$\angle G(j2)=-\arctan(2/2)=-45^\circ$.,A single pole contributes exactly $-45^\circ$ at its corner frequency.,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,frequency-response;jomega;transfer-function,4,comprehension,multiple_choice_single,How is the frequency response obtained from a continuous-time transfer function $G(s)$?,Set $s=j\omega$,Set $s=0$ for all frequencies,Replace $s$ with time $t$,Differentiate $G(s)$ with respect to gain,A,,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,frequency-response;integrator-plus-pole;magnitude,4,application,numerical_tolerance,"For $G(s)=10/[s(s+10)]$, find $|G(j10)|$.",,,,,0.070710678,1%,$|G(j10)|=10/(|j10|\cdot|j10+10|)=10/(10\sqrt{200})\approx0.0707$.,"Each factor's magnitude must be computed separately, then multiplied in the denominator.",
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,frequency-response;output-amplitude;sinusoidal-steady-state,5,analysis,numerical_tolerance,A stable system $G(s)=4/(s+3)$ is driven by $u(t)=2\sin 4t$. Find the steady-state output amplitude.,,,,,1.6,1%,"$|G(j4)|=4/|3+j4|=4/5=0.8$, so the output amplitude is $2\times0.8=1.6$.",The input amplitude scales the response; the frequency only sets the gain factor $|G(j\omega)|$.,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,first-order;frequency-response;magnitude,6,application,numerical_tolerance,"For $G(s)=1/(s+1)$, find $|G(j1)|$.",,,,,0.707106781,1%,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,first-order;frequency-response;phase,8,application,numerical_tolerance,"For $G(s)=1/(s+1)$, find the phase of $G(j1)$ in degrees.",,,,,-45,0.225,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of LTI systems,frequency-response;high-frequency-behavior;low-pass,10,analysis,multiple_choice_single,"For a strictly proper stable transfer function, what generally happens to $|G(j\omega)|$ as $\omega\to\infty$?",It approaches infinity for every system,It always approaches one,It approaches zero,It becomes independent of pole excess,C,,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,phase-at-natural-frequency;second-order-frequency-response,1,recall,text_short,"For the standard second-order low-pass system, what is the magnitude of the phase shift, in degrees, at $\omega=\omega_n$?",,,,,90|90 degrees|-90|minus 90|90 deg,,"At $\omega=\omega_n$ the real part of the denominator vanishes, leaving $G=1/(j2\zeta)$, a phase of $-90^\circ$.","This holds for every $\zeta$, which makes it a convenient way to read $\omega_n$ off a phase plot.",
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,natural-frequency;phase;second-order-frequency-response,2,recall,multiple_choice_single,"For the standard low-pass second-order transfer function, what is the phase at $\omega=\omega_n$?",$0^\circ$,$-90^\circ$,$-45^\circ$,$-180^\circ$,B,,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,damping;resonance-condition;second-order-frequency-response,2,comprehension,text_short,Below what value of the damping ratio does a resonant peak appear in the magnitude response of a standard second-order low-pass system?,,,,,0.707|1/sqrt(2)|0.7071|1/root2|0.71|0.7,,"A peak exists only if $1-2\zeta^2>0$, i.e. $\zeta<1/\sqrt2\approx0.707$.",For $\zeta\ge0.707$ the magnitude decreases monotonically from its DC value.,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,resonant-frequency;second-order-frequency-response,3,application,numerical_tolerance,"For $\omega_n=20$ rad/s and $\zeta=0.4$, find the resonant frequency $\omega_r$ in rad/s.",,,,,16.492422502,1%,$\omega_r=\omega_n\sqrt{1-2\zeta^2}=20\sqrt{1-0.32}=20(0.8246)\approx16.49$ rad/s.,"The resonant frequency is always below $\omega_n$, and the two coincide only when $\zeta=0$.",
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,resonance-condition;second-order-frequency-response,4,comprehension,multiple_choice_single,A resonant peak exists for a standard second-order low-pass system when:,$\zeta>1$,$\zeta=2$,$\zeta<0$ only,$\zeta<1/\sqrt{2}$,D,,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,resonant-peak;second-order-frequency-response,4,application,numerical_tolerance,"For a standard second-order low-pass system with $\zeta=0.4$, find the resonant peak $M_r$.",,,,,1.363861814,1%,$M_r=1/(2\zeta\sqrt{1-\zeta^2})=1/(0.8\times0.9165)\approx1.364$.,"$M_r$ depends only on $\zeta$, so it is a direct frequency-domain indicator of overshoot.",
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,bandwidth;second-order-frequency-response,5,analysis,numerical_tolerance,"For a standard second-order low-pass system with $\omega_n=10$ rad/s and $\zeta=0.5$, find the $-3$ dB bandwidth in rad/s.",,,,,12.720196495,1%,$\omega_{BW}=\omega_n\sqrt{1-2\zeta^2+\sqrt{4\zeta^4-4\zeta^2+2}}=10\sqrt{0.5+1.1180}=10(1.2720)\approx12.72$ rad/s.,"Bandwidth exceeds $\omega_n$ for lightly damped systems, so speed and overshoot move together.",
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,resonant-frequency;second-order-frequency-response,6,application,numerical_tolerance,"For $\omega_n=10$ rad/s and $\zeta=0.5$, find the resonant frequency $\omega_r$ in rad/s.",,,,,7.071067812,1%,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,resonant-peak;second-order-frequency-response,8,application,numerical_tolerance,"For a standard second-order low-pass system with $\zeta=0.5$, find the resonant peak $M_r$.",,,,,1.154700538,1%,,,
Feedback and Control Systems,Frequency Response Analysis,Frequency Response of Second Order Systems,bandwidth;damping;second-order-frequency-response;tradeoff,10,analysis,multiple_choice_single,"For fixed natural frequency, what is the usual effect of reducing damping ratio from 0.8 to 0.3?",A larger resonant peak and more oscillatory transient response,A smaller resonant peak and no overshoot,No change in frequency response,Elimination of all phase lag,A,,,,
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,crossover-frequency;phase-margin;stability-margins,1,recall,text_short,At which crossover frequency is the phase margin measured?,,,,,gain crossover|gain crossover frequency|gain-crossover frequency|the gain crossover frequency|gain crossover freq,,"Phase margin is evaluated where $|G(j\omega)H(j\omega)|=1$ (0 dB), the gain-crossover frequency.","Gain margin is read at the phase-crossover frequency, where the phase is $-180^\circ$.",
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,definition;gain-margin;stability-margins,2,recall,multiple_choice_single,At which frequency is gain margin evaluated?,The gain-crossover frequency where magnitude is unity,Zero frequency only,The phase-crossover frequency where phase is $-180^\circ$,The resonant frequency only,C,,,,
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,calculation;phase-margin;stability-margins,2,application,numerical_tolerance,At the gain-crossover frequency the loop phase is $-120^\circ$. Find the phase margin in degrees.,,,,,60,0.1,$PM=180^\circ+\angle GH=180^\circ-120^\circ=60^\circ$.,A positive phase margin means additional lag can be tolerated before instability.,
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,interpretation;negative-phase-margin;stability-margins,3,comprehension,text_short,"For a system whose loop transfer function has no right-half-plane poles or zeros, what does a negative phase margin indicate about the closed loop?",,,,,unstable|it is unstable|instability|closed loop is unstable|not stable,,"A negative phase margin means the phase has already passed $-180^\circ$ before the gain falls to unity, so the Nyquist plot encircles $-1$ and the closed loop is unstable.","Margins are only a safe stability indicator for such minimum-phase, open-loop-stable systems.",
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,definition;phase-margin;stability-margins,4,recall,multiple_choice_single,At which frequency is phase margin evaluated?,The phase-crossover frequency where phase is zero,The gain-crossover frequency where magnitude is unity,The natural frequency only,The sampling frequency,B,,,,
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,gain-margin;stability-margins;third-order-loop,4,analysis,numerical_tolerance,A loop transfer function is $G(s)H(s)=6/[s(s+2)(s+4)]$. Find the gain margin as a plain ratio (not in decibels).,,,,,8,0.01,"Phase crossover: $-90^\circ-\arctan(\omega/2)-\arctan(\omega/4)=-180^\circ$ gives $\omega=\sqrt8$. There $|GH|=6/(\sqrt8\cdot\sqrt{12}\cdot\sqrt{24})=6/48=0.125$, so $GM=1/0.125=8$.",In decibels this is $20\log_{10}8\approx18.06$ dB.,
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,critical-gain;stability-margins;unity-gain-margin,5,analysis,numerical_tolerance,"For the loop transfer function $G(s)H(s)=K/[s(s+2)(s+4)]$, find the value of $K$ that makes the gain margin unity.",,,,,48,0.01,"At $\omega=\sqrt8$ the loop magnitude is $K/48$; a unity gain margin requires $K/48=1$, so $K=48$.","Routh-Hurwitz on $s^3+6s^2+8s+K$ gives the same critical value, confirming marginal stability at $K=48$.",
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,calculation;phase-margin;stability-margins,6,application,numerical_tolerance,"At the gain-crossover frequency, the loop phase is $-135^\circ$. Find the phase margin in degrees.",,,,,45,0.225,,,
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,decibels;gain-margin;stability-margins,8,application,numerical_tolerance,"At the phase-crossover frequency, the loop magnitude is $-8$ dB. Find the gain margin in dB.",,,,,8,0.1,,,
Feedback and Control Systems,Frequency Response Analysis,Gain and Phase Margins,interpretation;robustness;stability-margins,10,evaluation,multiple_choice_single,Which statement best interprets positive gain and phase margins?,They guarantee perfect tracking for every input,They prove the plant has no right-half-plane zeros,They eliminate the need to inspect crossover frequencies,They indicate tolerance to additional loop gain and phase lag before nominal closed-loop instability,D,,,,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;first-order-pole;slope,1,recall,text_short,"What magnitude slope, in dB/decade, does a single real pole contribute well above its corner frequency?",,,,,-20|-20 dB/decade|minus 20|-20dB/decade|-20 db per decade,,"Above the corner frequency the factor $1/(1+s/\omega_c)$ behaves as $\omega_c/(j\omega)$, giving $-20$ dB/decade.",A zero contributes $+20$ dB/decade and a double pole $-40$ dB/decade.,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;log-frequency;magnitude-phase,2,recall,multiple_choice_single,What two quantities are shown in a Bode plot?,Magnitude in decibels and phase versus logarithmic frequency,Output versus time and input versus time,Pole location and zero location only,Gain margin and settling time only,A,,,,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;corner-frequency;terminology,2,comprehension,text_short,What name is given to the frequency at which the two straight-line asymptotes of a first-order factor intersect?,,,,,corner frequency|break frequency|breakpoint|corner|break point|cutoff frequency,,At the corner (break) frequency $\omega=\omega_c$ the low- and high-frequency asymptotes meet; the true curve lies 3 dB below it for a pole.,For the factor $1/(1+s/\omega_c)$ the corner frequency equals the pole magnitude.,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;decibel-conversion,3,application,numerical_tolerance,A frequency-response magnitude is $|G(j\omega)|=0.25$. Convert it to decibels.,,,,,-12.041199827,1%,$20\log_{10}(0.25)=-12.04$ dB.,"Each halving of magnitude subtracts about 6 dB, so two halvings give about $-12$ dB.",
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;integrator;slope,4,comprehension,multiple_choice_single,What magnitude slope does a factor $1/s$ contribute?,+20 dB/decade,-40 dB/decade,-20 dB/decade,0 dB/decade,C,,,,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;calculation;gain-crossover-frequency,4,analysis,numerical_tolerance,"For $G(s)=100/[s(s+10)]$, find the exact gain-crossover frequency in rad/s.",,,,,7.861513778,1%,"Setting $|G|=1$: $100=\omega\sqrt{\omega^2+100}$, so $\omega^4+100\omega^2-10^4=0$ and $\omega^2=(-100+\sqrt{50000})/2=61.80$, giving $\omega\approx7.86$ rad/s.",The asymptotic estimate $\omega=10$ rad/s is noticeably high because the corner sits near crossover.,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;high-frequency-slope;relative-degree,5,analysis,numerical_tolerance,"For $G(s)=(s+2)/[s^2(s+5)(s+20)]$, find the ultimate high-frequency magnitude slope in dB/decade.",,,,,-60,0.01,"There are 4 poles and 1 finite zero, so the relative degree is 3 and the slope is $-20\times3=-60$ dB/decade.",Only the pole-zero excess matters; the individual corner frequencies affect where that slope is reached.,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;corner-frequency;first-order-pole,6,application,multiple_choice_single,"For the factor $1/(1+s/10)$, what is the corner frequency?",0.1 rad/s,10 rad/s,1 rad/s,100 rad/s,B,,,,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,bode-plot;decibel-conversion;magnitude,8,application,numerical_tolerance,A frequency-response magnitude is $|G(j\omega)|=0.5$. Convert it to decibels.,,,,,-6.020599913,1%,,,
Feedback and Control Systems,Frequency Response Analysis,Bode Plots,asymptotic-construction;bode-plot;multiple-factors,10,analysis,multiple_choice_single,A transfer function has two more poles than zeros. What is its ultimate high-frequency magnitude slope?,-20 dB/decade,+40 dB/decade,0 dB/decade,-40 dB/decade,D,,,,
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,control-signal;controller;terminology,1,recall,text_short,What is the general name for the signal produced by the controller and applied to the plant?,,,,,control signal|control effort|manipulated variable|control action|control input|actuating signal,,The controller output that drives the plant is the control signal (control effort or manipulated variable).,"Its size matters practically, since real actuators saturate.",
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,control-law;controller;purpose,2,recall,multiple_choice_single,What is the primary role of a controller?,Generate a control action that helps the plant meet performance objectives,Replace the reference input with noise,Remove all plant dynamics physically,Measure the output without affecting the input,A,,,,
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,cascade-compensation;configuration;controller,2,comprehension,text_short,A controller placed in the forward path ahead of the plant provides which type of compensation?,,,,,cascade|series|cascade compensation|series compensation|cascade (series)|series (cascade),,Placing the controller in series with the plant in the forward path is cascade (series) compensation.,"The alternative is feedback compensation, where the element sits in the feedback path.",
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,actuator-saturation;controller;integrator-windup,3,application,text_short,What phenomenon occurs when an integrating controller keeps accumulating error while its actuator is saturated?,,,,,integrator windup|integral windup|windup|reset windup|wind-up|integrator wind-up,,"With the actuator saturated the error persists, so the integrator keeps growing and must later unwind, causing large delays and overshoot.",Anti-windup schemes freeze or back-calculate the integrator while saturation lasts.,
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,compensation;controller;series-connection,4,comprehension,multiple_choice_single,A controller placed in the forward path before the plant is commonly called what type of compensation?,Positive sensor feedback,Load compensation only,Series or cascade compensation,Open-circuit compensation,C,,,,
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,controller;proportional-gain;steady-state-error,4,analysis,numerical_tolerance,A proportional controller with $K_p=9$ is used with the plant $G(s)=1/(s+1)$ in a unity-feedback loop. Find the steady-state error to a unit-step input.,,,,,0.1,0.001,"Loop DC gain $=9\times1=9$, so $e_{ss}=1/(1+9)=0.1$.",Proportional action reduces but never eliminates step error for a Type 0 plant.,
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,closed-loop-speed;controller;proportional-gain,5,evaluation,numerical_tolerance,"For the same loop, with $K_p=9$ and $G(s)=1/(s+1)$, find the closed-loop time constant in seconds.",,,,,0.1,0.001,"$T(s)=9/(s+1+9)=9/(s+10)$, so the closed-loop pole is at $-10$ and $\tau=0.1$ s.","The open-loop time constant was 1 s, so proportional feedback has made the loop ten times faster.",
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,controller;performance;tradeoffs,6,application,multiple_choice_single,Which set contains typical controller design objectives?,"Maximum gain, maximum noise, and minimum sensing","Stability, tracking accuracy, disturbance rejection, transient response, and acceptable control effort",Zero bandwidth and infinite delay,Elimination of every plant pole regardless of uncertainty,B,,,,
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,actuator-saturation;controller;windup,8,analysis,multiple_choice_single,Why must actuator limits be considered during controller design?,Actuators always provide infinite force,Saturation improves linearity,Actuator limits affect only the reference signal units,"Requested control signals may saturate, degrading performance and possibly causing integrator windup",D,,,,
Feedback and Control Systems,Controllers and Compensators,Introduction to Controllers,controller;model-uncertainty;robustness,10,evaluation,multiple_choice_single,Which controller is preferable in practice?,One that meets specifications with adequate robustness to uncertainty and noise,One that works only for an exact model with zero margin,One with the highest possible order regardless of benefit,One that ignores actuator and sensor constraints,A,,,,
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",integral-controller;steady-state-error,1,recall,text_short,Which of the three basic control actions can drive a constant steady-state error to exactly zero?,,,,,integral|integral action|integrator|I|integral control,,"Integral action keeps accumulating while any error remains, so equilibrium is possible only at zero error.",Proportional action needs a nonzero error to produce any output at all.,
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",p-controller;transfer-function,2,recall,multiple_choice_single,What is the transfer function of an ideal proportional controller?,$G_c(s)=K_i/s$,$G_c(s)=K_ds$,$G_c(s)=K_p$,$G_c(s)=K_p+K_i/s$,C,,,,
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",derivative-controller;noise-sensitivity,2,comprehension,text_short,Which of the three basic control actions most strongly amplifies high-frequency measurement noise?,,,,,derivative|derivative action|D|derivative control,,"An ideal differentiator has gain $|K_d\omega|$, which grows without bound with frequency, so noise is amplified.",In practice the derivative term is filtered or replaced by a lead network with finite high-frequency gain.,
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",control-signal;derivative-controller;ramp-error,3,application,numerical_tolerance,A pure derivative controller with $K_d=2$ acts on the error signal $e(t)=3t$. Find its output at $t=5$ s.,,,,,6,0.001,"$u=K_d\,de/dt=2\times3=6$, constant for all $t$, so $u(5)=6$.","For a ramp error the derivative output is constant, which is why it acts as an early-warning term.",
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",integral-controller;steady-state-error,4,comprehension,multiple_choice_single,What is the principal steady-state benefit of integral action?,It reduces system type,It increases low-frequency gain and can eliminate constant error,It removes all phase lag,It makes the controller insensitive to saturation,B,,,,
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",accumulation;control-signal;integral-controller,4,application,numerical_tolerance,"A pure integral controller with $K_i=2$ acts on the constant error $e(t)=4$ from $t=0$, with zero initial integrator state. Find its output at $t=3$ s.",,,,,24,0.001,"$u(t)=K_i\int_0^t e\,d\tau=2\times4\times3=24$.","The output ramps up steadily while error persists, which is the mechanism that eliminates offset.",
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",combined-action;control-signal;pid-components,5,analysis,numerical_tolerance,"An ideal PID controller has $K_p=2$, $K_i=3$, and $K_d=1$, with zero initial integrator state and error $e(t)=t^2$. Find the control signal at $t=2$ s.",,,,,20,0.01,$P=2(4)=8$; $I=3\int_0^2 t^2dt=3(8/3)=8$; $D=1(2t)|_{t=2}=4$. Total $=20$.,Each term must be evaluated with its own operation on $e(t)$ before summing.,
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",anticipatory-action;derivative-controller;noise,6,comprehension,multiple_choice_single,Which statement about ideal derivative action is correct?,It accumulates error over time,It guarantees zero step error by itself,It contributes infinite DC gain,It responds to the rate of error and is sensitive to high-frequency noise,D,,,,
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",control-signal;pid-components;time-domain,8,application,numerical_tolerance,"For $e(t)=2t$, $K_p=3$, $K_i=1$, and $K_d=0.5$, with zero integrator initial state, find the ideal PID control signal at $t=1$ s.",,,,,8,0.04,,,
Feedback and Control Systems,Controllers and Compensators,"Proportional (P), Integral (I), and Derivative (D) Controllers",comparative-effects;p-i-d-actions,10,analysis,multiple_choice_single,Which combination of statements is most accurate?,"P acts on present error, I accumulates past error, and D reacts to the error trend","P acts on future error, I differentiates error, and D integrates error",All three actions have identical frequency response,Only derivative action affects transient response,A,,,,
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",pi-controller;pole-location;system-type,1,recall,text_short,A PI controller $K_p+K_i/s$ adds a pole at which point in the $s$-plane?,,,,,origin|the origin|s=0|0|at the origin|s = 0,,"The $K_i/s$ term contributes a pole at $s=0$, raising the system type by one.",It also contributes a finite zero at $s=-K_i/K_p$.,
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",pi-controller;transfer-function;zero,2,recall,multiple_choice_single,Which expression represents a PI controller?,$K_p+K_ds$,$K_i/s+K_ds$,$K_p+K_i/s$,$K_pK_is$,C,,,,
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",damping;pd-controller;transient-response,2,comprehension,text_short,Does the zero added by a PD controller $K_p+K_ds$ tend to increase or decrease the closed-loop damping?,,,,,increase|increases|increase it|increased|raises it|it increases damping,,"The added zero pulls the root locus leftward, moving the closed-loop poles away from the imaginary axis and increasing damping.",This is why PD action reduces overshoot and speeds the transient without changing the system type.,
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",pi-controller;zero-location,3,application,numerical_tolerance,A PI controller is $G_c(s)=5+20/s$. Find the location of its finite zero.,,,,,-4,0.001,"$G_c(s)=(5s+20)/s=5(s+4)/s$, so the zero is at $s=-4$.",The zero sits at $-K_i/K_p$; placing it near the origin keeps the transient effect small.,
Feedback and Control Systems,Controllers and Compensators,"PI, PD, and PID Controllers",pd-controller;transient-response,4,comprehension,multiple_choice_single,What is a common benefit of PD control?,Automatic elimination of all steady-state errors,Improved damping and faster transient response without adding an integrator,Infinite low-frequency gain,Complete rejection of measurement noise,B,,,,
