subject,topic,subtopic,skill_tags,difficulty,cognitive_level,answer_type,question_text,option_a,option_b,option_c,option_d,correct_answer,numerical_tolerance,solution,explanation,reference
Digital Electronics,Memory and Programmable Logic Devices,RAM (Static vs Dynamic),dram-vs-sram;comparison,6,application,multiple_choice_single,"Compared with static RAM, dynamic RAM offers",higher storage density and lower cost per bit,shorter access time and no refresh requirement,non-volatile retention of stored data,unlimited write endurance per cell,A,,,,
Digital Electronics,Memory and Programmable Logic Devices,RAM (Static vs Dynamic),dram;refresh-interval,8,application,numerical_tolerance,A DRAM has 4096 rows and every row must be refreshed within 64 ms. Find the maximum interval between successive row refreshes in microseconds.,,,,,15.625,1%,,,
Digital Electronics,Memory and Programmable Logic Devices,RAM (Static vs Dynamic),sram;cache-application,10,evaluation,multiple_choice_single,Why is static RAM rather than dynamic RAM used for cache memory?,Static RAM retains data without any supply voltage,Static RAM offers shorter access time and needs no refresh cycles,Static RAM provides greater storage density per unit area,Static RAM costs less per stored bit,B,,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Expansion and Address Decoding,memory-expansion;word-length,2,recall,multiple_choice_single,Combining two 1K $\times$ 4 chips to form a 1K $\times$ 8 memory is an example of,address multiplexing between chips,shared refresh operation,data-width expansion of each word,word-capacity expansion of the memory,C,,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Expansion and Address Decoding,memory-expansion;chip-count,4,comprehension,numerical_tolerance,How many 1K $\times$ 8 chips are required to build a 4K $\times$ 8 memory?,,,,,4,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Expansion and Address Decoding,memory-expansion;two-dimensional,6,application,numerical_tolerance,How many 2K $\times$ 4 chips are required to build an 8K $\times$ 8 memory?,,,,,8,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Expansion and Address Decoding,address-decoding;chip-select,8,application,multiple_choice_single,"In a multi-chip memory array, the chip-select signals are generated from",the bidirectional data bus lines,the read/write control line alone,the low-order address lines,a decoder driven by the high-order address lines,D,,,,
Digital Electronics,Memory and Programmable Logic Devices,Memory Expansion and Address Decoding,address-decoding;address-range,10,analysis,multiple_choice_single,A 4K byte memory block begins at address 2000H. What is its highest address?,2FFFH,3000H,24FFH,27FFH,A,,,,
Digital Electronics,Memory and Programmable Logic Devices,Programmable Logic Arrays (PLA) and Programmable Array Logic (PAL),pla;array-programmability,2,recall,multiple_choice_single,In a programmable logic array (PLA) which arrays are programmable?,The OR array only,Both the AND and the OR arrays,Neither array is programmable,The AND array only,B,,,,
Digital Electronics,Memory and Programmable Logic Devices,Programmable Logic Arrays (PLA) and Programmable Array Logic (PAL),pal;array-programmability,4,comprehension,multiple_choice_single,In a programmable array logic (PAL) device which array is programmable?,Neither array,The OR array only,The AND array only,Both arrays equally,C,,,,
Digital Electronics,Memory and Programmable Logic Devices,Programmable Logic Arrays (PLA) and Programmable Array Logic (PAL),prom;as-logic-device,6,application,multiple_choice_single,"When a PROM is used to realize combinational logic, which part is programmed by the user?",The fixed AND decoder,Both arrays equally,The output buffers only,The OR array,D,,,,
Digital Electronics,Memory and Programmable Logic Devices,Programmable Logic Arrays (PLA) and Programmable Array Logic (PAL),pla;or-array-connections,8,application,numerical_tolerance,"A PLA has 4 inputs, 8 product terms and 3 outputs. How many programmable connections does its OR array contain?",,,,,24,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,Programmable Logic Arrays (PLA) and Programmable Array Logic (PAL),pla;and-array-connections,10,analysis,numerical_tolerance,"For the same PLA with 4 inputs available in true and complemented form and 8 product terms, how many programmable connections does the AND array contain?",,,,,64,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,CPLD and FPGA Architecture Basics,fpga;logic-element,2,recall,multiple_choice_single,The basic programmable logic element of a typical SRAM-based FPGA is,a look-up table together with a flip-flop,a fixed full-adder cell,a mask-programmed ROM block,a fixed carry-look-ahead unit,A,,,,
Digital Electronics,Memory and Programmable Logic Devices,CPLD and FPGA Architecture Basics,fpga;lut-size,4,comprehension,numerical_tolerance,How many entries does the truth table held in a four-input look-up table contain?,,,,,16,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,CPLD and FPGA Architecture Basics,cpld-vs-fpga;architecture,6,application,multiple_choice_single,How does a CPLD architecture differ from that of an FPGA?,It contains no programmable interconnect at all,It uses PAL-like macrocells with a global interconnect giving more predictable delays,It is unable to implement any sequential logic,It can be programmed only at the factory,B,,,,
Digital Electronics,Memory and Programmable Logic Devices,CPLD and FPGA Architecture Basics,fpga;lut-function-capacity,8,application,numerical_tolerance,How many distinct Boolean functions can one four-input look-up table implement?,,,,,65536,0.001,,,
Digital Electronics,Memory and Programmable Logic Devices,CPLD and FPGA Architecture Basics,fpga;configuration-storage,10,analysis,multiple_choice_single,Why does an SRAM-based FPGA require an external non-volatile device?,Its logic blocks require a periodic refresh counter,Each new design requires a replacement fabrication mask,Its configuration is lost at power-down and must be reloaded at power-up,Its look-up tables must be erased by ultraviolet light before reuse,C,,,,
Digital Electronics,Data Conversion,"Sampling, Quantization, and Sample-and-Hold",sampling;nyquist-criterion,2,recall,multiple_choice_single,The Nyquist criterion requires the sampling rate to be at least,half the highest signal frequency,ten times the highest signal frequency,equal to the highest signal frequency,twice the highest signal frequency,D,,,,
Digital Electronics,Data Conversion,"Sampling, Quantization, and Sample-and-Hold",sampling;minimum-rate,4,comprehension,numerical_tolerance,A signal whose highest frequency component is 4 kHz is to be sampled. Find the minimum sampling rate in kHz.,,,,,8,0.01,,,
Digital Electronics,Data Conversion,"Sampling, Quantization, and Sample-and-Hold",sample-and-hold;purpose,6,application,multiple_choice_single,What is the function of a sample-and-hold circuit ahead of an ADC?,To hold the analog value constant while the conversion takes place,To filter high-frequency noise from the input,To convert an input current into a voltage,To amplify the analog input to full scale,A,,,,
Digital Electronics,Data Conversion,"Sampling, Quantization, and Sample-and-Hold",quantization;step-size,8,application,numerical_tolerance,An 8-bit ADC has a full-scale range of 5.12 V. Find its quantization step size in millivolts.,,,,,20,0.01,,,
Digital Electronics,Data Conversion,"Sampling, Quantization, and Sample-and-Hold",aliasing;cause,10,analysis,multiple_choice_single,Aliasing in a sampled system occurs when,the input signal is a constant DC level,the sampling rate is below twice the highest input frequency,the converter resolution is made too high,the sample-and-hold droop rate is zero,B,,,,
Digital Electronics,Data Conversion,"Digital-to-Analog Converters (Weighted-Resistor, R-2R Ladder)",dac;r-2r-ladder;resistor-values,2,recall,multiple_choice_single,How many different resistor values are used in an R-2R ladder DAC?,One for each input bit,One,Two,Four,C,,,,
Digital Electronics,Data Conversion,"Digital-to-Analog Converters (Weighted-Resistor, R-2R Ladder)",dac;weighted-resistor;drawback,4,comprehension,multiple_choice_single,What is the principal drawback of the binary-weighted resistor DAC?,It cannot be used with an operational amplifier,It needs a continuous clock signal to operate,It produces a digital rather than analog output,It requires a very wide range of precise resistor values,D,,,,
Digital Electronics,Data Conversion,"Digital-to-Analog Converters (Weighted-Resistor, R-2R Ladder)",dac;output-voltage,6,application,numerical_tolerance,A 4-bit DAC has a step size of 0.5 V. Find its output voltage in volts for the input code 1010.,,,,,5,0.01,,,
Digital Electronics,Data Conversion,"Digital-to-Analog Converters (Weighted-Resistor, R-2R Ladder)",dac;output-voltage;eight-bit,8,application,numerical_tolerance,An 8-bit DAC spans 0 V to 2.55 V full scale. Find its output in volts for the input code 01100100.,,,,,1,0.01,,,
Digital Electronics,Data Conversion,"Digital-to-Analog Converters (Weighted-Resistor, R-2R Ladder)",dac;r-2r-ladder;monolithic-advantage,10,analysis,multiple_choice_single,Why is the R-2R ladder preferred for monolithic DACs?,It uses only two resistor values that are easily matched on a chip,It operates without any reference voltage source,It provides infinite output resolution,It requires no analog switches,A,,,,
Digital Electronics,Data Conversion,"DAC Specifications (Resolution, Full-Scale Output, Settling Time)",dac-specifications;output-levels,2,recall,numerical_tolerance,How many discrete output levels can a 10-bit DAC produce?,,,,,1024,0.001,,,
Digital Electronics,Data Conversion,"DAC Specifications (Resolution, Full-Scale Output, Settling Time)",dac-specifications;percent-resolution,4,comprehension,numerical_tolerance,Find the resolution of an 8-bit DAC expressed as a percentage of full scale.,,,,,0.392,0.01,,,
Digital Electronics,Data Conversion,"DAC Specifications (Resolution, Full-Scale Output, Settling Time)",dac-specifications;step-size,6,application,numerical_tolerance,A 12-bit DAC has a full-scale output of 4.095 V. Find its step size in millivolts.,,,,,1,0.01,,,
Digital Electronics,Data Conversion,"DAC Specifications (Resolution, Full-Scale Output, Settling Time)",dac-specifications;settling-time,8,application,multiple_choice_single,Settling time of a DAC is defined as,the time needed to charge the digital input capacitance,the time for the output to enter and remain within a specified error band after a code change,the interval between two successive clock edges,the propagation delay of the reference amplifier only,B,,,,
Digital Electronics,Data Conversion,"DAC Specifications (Resolution, Full-Scale Output, Settling Time)",dac-specifications;monotonicity,10,analysis,multiple_choice_single,A DAC specified as monotonic guarantees that,the settling time is the same for every code,the output error is zero at every code,the output never decreases as the input code increases,the output is linear to within one full-scale unit,C,,,,
Digital Electronics,Data Conversion,"Analog-to-Digital Converters (Flash, Counter-Type, Successive Approximation, Dual-Slope, Sigma-Delta)",adc-types;flash;speed,2,recall,multiple_choice_single,Which analog-to-digital converter provides the shortest conversion time?,Counter-type,Dual-slope,Successive approximation,Flash,D,,,,
Digital Electronics,Data Conversion,"Analog-to-Digital Converters (Flash, Counter-Type, Successive Approximation, Dual-Slope, Sigma-Delta)",adc-types;flash;comparator-count,4,comprehension,numerical_tolerance,How many comparators are required by a 4-bit flash ADC?,,,,,15,0.001,,,
Digital Electronics,Data Conversion,"Analog-to-Digital Converters (Flash, Counter-Type, Successive Approximation, Dual-Slope, Sigma-Delta)",adc-types;successive-approximation;clock-cycles,6,application,numerical_tolerance,How many clock cycles does an 8-bit successive-approximation ADC need for one conversion?,,,,,8,0.001,,,
Digital Electronics,Data Conversion,"Analog-to-Digital Converters (Flash, Counter-Type, Successive Approximation, Dual-Slope, Sigma-Delta)",adc-types;dual-slope;noise-rejection,8,application,multiple_choice_single,Why is the dual-slope ADC favoured in digital voltmeters?,Its integrating action rejects periodic noise such as line hum,It operates without any reference voltage,It needs the smallest number of clock cycles,It offers the shortest possible conversion time,A,,,,
Digital Electronics,Data Conversion,"Analog-to-Digital Converters (Flash, Counter-Type, Successive Approximation, Dual-Slope, Sigma-Delta)",adc-types;counter-type;conversion-time,10,analysis,multiple_choice_single,How does the conversion time of a counter-type ADC behave?,It is the same for every input voltage,It increases with the amplitude of the input voltage,It decreases as the resolution is increased,It is independent of the clock frequency,B,,,,
Digital Electronics,Data Conversion,"ADC Performance (Resolution, Conversion Time, Quantization Error)",adc-performance;quantization-error,2,recall,multiple_choice_single,The maximum quantization error of an ideal ADC is,exactly zero,$\pm 1$ LSB,$\pm \tfrac12$ LSB,$\pm 2$ LSB,C,,,,
Digital Electronics,Data Conversion,"ADC Performance (Resolution, Conversion Time, Quantization Error)",adc-performance;resolution,4,comprehension,numerical_tolerance,A 10-bit ADC has a full-scale input range of 5 V. Find its resolution in millivolts.,,,,,4.883,1%,,,
Digital Electronics,Data Conversion,"ADC Performance (Resolution, Conversion Time, Quantization Error)",adc-performance;quantization-error-value,6,application,numerical_tolerance,"For a 10-bit ADC with a 5 V full-scale range, find the maximum quantization error in millivolts.",,,,,2.441,1%,,,
Digital Electronics,Data Conversion,"ADC Performance (Resolution, Conversion Time, Quantization Error)",adc-performance;conversion-time,8,application,numerical_tolerance,A 12-bit successive-approximation ADC is clocked at 2 MHz. Find its conversion time in microseconds.,,,,,6,0.01,,,
Digital Electronics,Data Conversion,"ADC Performance (Resolution, Conversion Time, Quantization Error)",adc-performance;signal-to-noise-ratio,10,analysis,multiple_choice_single,By how much does the ideal signal-to-quantization-noise ratio improve for each additional bit of ADC resolution?,About 12 dB,It does not depend on the number of bits,About 3 dB,About 6 dB,D,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Schmitt Trigger and Waveform Shaping,schmitt-trigger;hysteresis,2,recall,multiple_choice_single,A Schmitt trigger is characterized by,two distinct thresholds producing hysteresis,the complete absence of a threshold,a linear input-output characteristic,a single fixed switching threshold,A,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Schmitt Trigger and Waveform Shaping,schmitt-trigger;application,4,comprehension,multiple_choice_single,A Schmitt trigger is used in digital systems to,store one bit of binary information,convert a slowly changing noisy input into clean fast transitions,amplify small analog signals linearly,divide the input frequency by two,B,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Schmitt Trigger and Waveform Shaping,schmitt-trigger;hysteresis-width,6,application,numerical_tolerance,A Schmitt trigger switches at an upper threshold of 3.0 V and a lower threshold of 1.4 V. Find its hysteresis width in volts.,,,,,1.6,1%,,,
Digital Electronics,Digital Timing and Pulse Circuits,Schmitt Trigger and Waveform Shaping,schmitt-trigger;waveform-shaping,8,application,multiple_choice_single,A triangular waveform of adequate amplitude applied to a Schmitt trigger produces,a constant DC output,a sinusoidal output,a rectangular output,a sawtooth output,C,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Schmitt Trigger and Waveform Shaping,schmitt-trigger;noise-immunity,10,analysis,multiple_choice_single,Why does hysteresis prevent multiple output transitions on a noisy input edge?,The voltage gain becomes infinite at the switching point,The output is latched by an internal clock signal,An internal capacitor filters the noise before the comparison,Noise smaller than the hysteresis band cannot recross the active threshold,D,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Monostable and Astable Multivibrators,monostable;stable-states,2,recall,multiple_choice_single,How many stable states does a monostable multivibrator have?,One,Two,None,Three,A,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Monostable and Astable Multivibrators,astable;stable-states,4,comprehension,multiple_choice_single,How many stable states does an astable multivibrator have?,Two,None,One stable and one metastable,One,B,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Monostable and Astable Multivibrators,monostable;application,6,application,multiple_choice_single,A monostable multivibrator is used to,divide the input frequency by four,generate a linear voltage ramp,produce an output pulse of fixed width for each trigger,store binary information indefinitely,C,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Monostable and Astable Multivibrators,monostable;duty-cycle,8,application,numerical_tolerance,A monostable produces a 1 ms output pulse and is retriggered every 5 ms. Find the output duty cycle in percent.,,,,,20,0.01,,,
Digital Electronics,Digital Timing and Pulse Circuits,Monostable and Astable Multivibrators,bistable;digital-equivalent,10,analysis,multiple_choice_single,Which digital element corresponds to a bistable multivibrator?,A monostable timer,A Schmitt trigger,A clock oscillator,A flip-flop,D,,,,
Digital Electronics,Digital Timing and Pulse Circuits,The 555 Timer,555-timer;astable-output,2,recall,multiple_choice_single,A 555 timer connected in astable mode produces,a continuous rectangular waveform,a single pulse for each trigger,a linear voltage ramp,a sinusoidal output,A,,,,
Digital Electronics,Digital Timing and Pulse Circuits,The 555 Timer,555-timer;monostable-pulse-width,4,comprehension,multiple_choice_single,"For a 555 timer in monostable mode, the output pulse width is given by",$0.693RC$,$1.1RC$,$0.5RC$,$2.2RC$,B,,,,
Digital Electronics,Digital Timing and Pulse Circuits,The 555 Timer,555-timer;monostable-calculation,6,application,numerical_tolerance,A 555 monostable uses $R=10$ k$\Omega$ and $C=0.1$ $\mu$F. Find the output pulse width in milliseconds.,,,,,1.1,1%,,,
Digital Electronics,Digital Timing and Pulse Circuits,The 555 Timer,555-timer;astable-frequency,8,application,numerical_tolerance,A 555 astable circuit uses $R_A=R_B=10$ k$\Omega$ and $C=0.01$ $\mu$F. Find the oscillation frequency in kHz.,,,,,4.8,0.05,,,
Digital Electronics,Digital Timing and Pulse Circuits,The 555 Timer,555-timer;internal-comparators,10,analysis,multiple_choice_single,At which fractions of the supply voltage do the internal comparators of a 555 timer switch?,Zero volts and $V_{CC}$,One quarter and three quarters of $V_{CC}$,One third and two thirds of $V_{CC}$,One half of $V_{CC}$ only,C,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Clock Generation and Contact Debouncing,contact-bounce;effect,2,recall,multiple_choice_single,Mechanical contact bounce produces,a permanent short across the contacts,a slow linear voltage ramp,one clean transition per actuation,several spurious transitions per actuation,D,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Clock Generation and Contact Debouncing,debouncing;latch-circuit,4,comprehension,multiple_choice_single,Which arrangement is a standard switch debouncing circuit?,An SR latch driven by a single-pole double-throw switch,A binary ripple counter driven by the switch,A full adder with the switch on one input,An open-collector buffer with no pull-up,A,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Clock Generation and Contact Debouncing,debouncing;rc-time-constant,6,application,numerical_tolerance,A switch bounces for up to 8 ms. An RC debounce network with $C=1$ $\mu$F must have a time constant at least equal to this. Find the minimum resistance in kilohms.,,,,,8,0.01,,,
Digital Electronics,Digital Timing and Pulse Circuits,Clock Generation and Contact Debouncing,clock-generation;crystal-oscillator,8,application,multiple_choice_single,Why is a crystal oscillator preferred as a system clock source?,Its frequency can be varied over a wide range,Its frequency stability is far better than that of an RC oscillator,It operates without any supply voltage,It delivers a perfect square wave without buffering,B,,,,
Digital Electronics,Digital Timing and Pulse Circuits,Clock Generation and Contact Debouncing,clock-generation;schmitt-oscillator,10,analysis,multiple_choice_single,Why is a Schmitt-trigger inverter used in a simple RC clock oscillator?,Its input current is effectively infinite,It doubles the frequency set by the RC network,Its hysteresis sets the charge and discharge limits and gives clean output edges,It removes the need for the timing resistor,C,,,,
